dataset,sample_id,duration_group,error_rate,metric,hypothesis,reference,reference_full,error_rate_corrected
librispeech,librispeech_5683-32879,very_long,0.0114,WER,"It was not very much past eleven that morning when the pony carriage from Brandon drew up before the little garden wicket of Redmond's farm. Well, she was better, though she had had a bad night. So there came a step and a little rustling of feminine draperies. The small door opened and Rachel entered, with her hand extended and a pale smile of welcome. Women can hide their pain better than we men, and bear it better, too. except when shame drops fire into the dreadful chalice.",IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKE,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKET OF REDMAN'S FARM WELL SHE WAS BETTER THOUGH SHE HAD HAD A BAD NIGHT SO THERE CAME A STEP AND A LITTLE RUSTLING OF FEMININE DRAPERIES THE SMALL DOOR OPENED AND RACHEL ENTERED WITH HER HAND EXTENDED AND A PALE SMILE OF WELCOME WOMEN CAN HIDE THEIR PAIN BETTER THAN WE MEN AND BEAR IT BETTER TOO EXCEPT WHEN SHAME DROPS FIRE INTO THE DREADFUL CHALICE,0.0114
librispeech,librispeech_61-70968,very_long,0.0,WER,"He began a confused complaint against the wizard, who had vanished behind the curtain on the left. Give not so earnest a mind to these mummeries, child, a golden fortune and a happy life. He was like unto my father, in a way, and yet was not my father. Also, there was a stripling page who turned into a maid. This was so sweet a lady, sir, and in some manner I do think she died. But then the picture was gone as quickly as it came.",HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT GIVE NOT SO EARNEST A M,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT GIVE NOT SO EARNEST A MIND TO THESE MUMMERIES CHILD A GOLDEN FORTUNE AND A HAPPY LIFE HE WAS LIKE UNTO MY FATHER IN A WAY AND YET WAS NOT MY FATHER ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID THIS WAS SO SWEET A LADY SIR AND IN SOME MANNER I DO THINK SHE DIED BUT THEN THE PICTURE WAS GONE AS QUICKLY AS IT CAME,0.0
librispeech,librispeech_61-70970,very_long,0.0521,WER,young fitzuth had been commanded to his mother's chamber so soon as he had come out from his converse with the squire there befell an anxious interview mistress fitzuth arguing for and against the squire's project in a breath most of all robin thought of his father what would he counsel if for whim you beggar yourself i cannot stay you but take it whilst i live and wear montfiche's shield in the days when my eyes can be rejoiced by so brave a sight for you will ne'er disgrace our stuchin i warrant me,YOUNG FITZOOTH HAD BEEN COMMANDED TO HIS MOTHER'S CHAMBER SO SOON AS HE HAD COME OUT FROM HIS CONVERSE WITH THE SQUIRE T,YOUNG FITZOOTH HAD BEEN COMMANDED TO HIS MOTHER'S CHAMBER SO SOON AS HE HAD COME OUT FROM HIS CONVERSE WITH THE SQUIRE THERE BEFELL AN ANXIOUS INTERVIEW MISTRESS FITZOOTH ARGUING FOR AND AGAINST THE SQUIRE'S PROJECT IN A BREATH MOST OF ALL ROBIN THOUGHT OF HIS FATHER WHAT WOULD HE COUNSEL IF FOR A WHIM YOU BEGGAR YOURSELF I CANNOT STAY YOU BUT TAKE IT WHILST I LIVE AND WEAR MONTFICHET'S SHIELD IN THE DAYS WHEN MY EYES CAN BE REJOICED BY SO BRAVE A SIGHT FOR YOU WILL NE'ER DISGRACE OUR SCUTCHEON I WARRANT ME,0.0521
librispeech,librispeech_672-122797,very_long,0.0482,WER,"Out in the woods stood a nice little fir-tree. The place he had was a very good one. The sun shone on him. As to fresh air, there was enough of that. And round him grew many large-sized comrades, pines as well as firs. He did not think of the warm sun and of the fresh air. He did not care for the little cottage children that ran about and prattled when they were in the woods looking for wild strawberries.",OUT IN THE WOODS STOOD A NICE LITTLE FIR TREE THE PLACE HE HAD WAS A VERY GOOD ONE THE SUN SHONE ON HIM AS TO FRESH AIR ,OUT IN THE WOODS STOOD A NICE LITTLE FIR TREE THE PLACE HE HAD WAS A VERY GOOD ONE THE SUN SHONE ON HIM AS TO FRESH AIR THERE WAS ENOUGH OF THAT AND ROUND HIM GREW MANY LARGE SIZED COMRADES PINES AS WELL AS FIRS HE DID NOT THINK OF THE WARM SUN AND OF THE FRESH AIR HE DID NOT CARE FOR THE LITTLE COTTAGE CHILDREN THAT RAN ABOUT AND PRATTLED WHEN THEY WERE IN THE WOODS LOOKING FOR WILD STRAWBERRIES,0.0482
librispeech,librispeech_6829-68769,very_long,0.044,WER,"Kenneth and Beth refrained from telling the other girls or Uncle John of old Will Rogers' visit, but they got Mr. Watson in the library and questioned him closely about the penalty for forging a check. It was a serious crime indeed, Mr. Watson told them, and Tom Gates bade fair to serve a lengthy term in the state's prison as a consequence of his rash act. I can't see it in that light, said the old lawyer. It was a deliberate theft from his employers to protect a girl he loved.",KENNETH AND BETH REFRAINED FROM TELLING THE OTHER GIRLS OR UNCLE JOHN OF OLD WILL ROGERS'S VISIT BUT THEY GOT MISTER WAT,KENNETH AND BETH REFRAINED FROM TELLING THE OTHER GIRLS OR UNCLE JOHN OF OLD WILL ROGERS'S VISIT BUT THEY GOT MISTER WATSON IN THE LIBRARY AND QUESTIONED HIM CLOSELY ABOUT THE PENALTY FOR FORGING A CHECK IT WAS A SERIOUS CRIME INDEED MISTER WATSON TOLD THEM AND TOM GATES BADE FAIR TO SERVE A LENGTHY TERM IN STATE'S PRISON AS A CONSEQUENCE OF HIS RASH ACT I CAN'T SEE IT IN THAT LIGHT SAID THE OLD LAWYER IT WAS A DELIBERATE THEFT FROM HIS EMPLOYERS TO PROTECT A GIRL HE LOVED,0.044
librispeech,librispeech_6829-68771,extra_long,0.0573,WER,"So, to the surprise of the Democratic Committee and all his friends, Mr. Hopkins announced that he would oppose Forbes' aggressive campaign with an equal aggressiveness, and spend as many dollars in doing so as might be necessary. One of Mr. Hopkins' first tasks, after calling his faithful henchmen around him, was to make a careful canvas of the voters of his district to see what was still to be accomplished. The weak-kneed contingency must be strengthened and fortified, and a couple of hundred votes in one way or the other secured from the opposition. The Democratic Committee figured out a way to do this. Under ordinary conditions, Reynolds was sure to be elected, but the committee proposed to sacrifice him in order to elect Hopkins. The only thing necessary was to fix Seth Reynolds, and this Hopkins arranged personally. And this was why Kenneth and Beth discovered him conversing with the young woman in the buggy.",SO TO THE SURPRISE OF THE DEMOCRATIC COMMITTEE AND ALL HIS FRIENDS MISTER HOPKINS ANNOUNCED THAT HE WOULD OPPOSE FORBES',SO TO THE SURPRISE OF THE DEMOCRATIC COMMITTEE AND ALL HIS FRIENDS MISTER HOPKINS ANNOUNCED THAT HE WOULD OPPOSE FORBES'S AGGRESSIVE CAMPAIGN WITH AN EQUAL AGGRESSIVENESS AND SPEND AS MANY DOLLARS IN DOING SO AS MIGHT BE NECESSARY ONE OF MISTER HOPKINS'S FIRST TASKS AFTER CALLING HIS FAITHFUL HENCHMEN AROUND HIM WAS TO MAKE A CAREFUL CANVASS OF THE VOTERS OF HIS DISTRICT TO SEE WHAT WAS STILL TO BE ACCOMPLISHED THE WEAK KNEED CONTINGENCY MUST BE STRENGTHENED AND FORTIFIED AND A COUPLE OF HUNDRED VOTES IN ONE WAY OR ANOTHER SECURED FROM THE OPPOSITION THE DEMOCRATIC COMMITTEE FIGURED OUT A WAY TO DO THIS UNDER ORDINARY CONDITIONS REYNOLDS WAS SURE TO BE ELECTED BUT THE COMMITTEE PROPOSED TO SACRIFICE HIM IN ORDER TO ELECT HOPKINS THE ONLY THING NECESSARY WAS TO FIX SETH REYNOLDS AND THIS HOPKINS ARRANGED PERSONALLY AND THIS WAS WHY KENNETH AND BETH DISCOVERED HIM CONVERSING WITH THE YOUNG WOMAN IN THE BUGGY,0.0573
librispeech,librispeech_6930-75918,extra_long,0.0053,WER,concord returned to its place amidst the tents the english forwarded to the french baskets of flowers of which they had made a plentiful provision to greet the arrival of the young princess the french in return invited the english to a supper which was to be given the next day congratulations were poured in upon the princess everywhere during her journey from the respect paid her on all sides she seemed like a queen and from the adoration with which she was treated by two or three she appeared an object of worship the queen mother gave the french the most affectionate reception france was her native country and she had suffered too much unhappiness in england for england to have made her forget france she taught her daughter then by her own affection for it that love for a country where they had both been hospitably received and where a brilliant future opened for them the count had thrown himself back on his seat leaning his shoulders against the partition of the tent and remained thus his face buried in his hands with heaving chest and restless limbs,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD ,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY FROM THE RESPECT PAID HER ON ALL SIDES SHE SEEMED LIKE A QUEEN AND FROM THE ADORATION WITH WHICH SHE WAS TREATED BY TWO OR THREE SHE APPEARED AN OBJECT OF WORSHIP THE QUEEN MOTHER GAVE THE FRENCH THE MOST AFFECTIONATE RECEPTION FRANCE WAS HER NATIVE COUNTRY AND SHE HAD SUFFERED TOO MUCH UNHAPPINESS IN ENGLAND FOR ENGLAND TO HAVE MADE HER FORGET FRANCE SHE TAUGHT HER DAUGHTER THEN BY HER OWN AFFECTION FOR IT THAT LOVE FOR A COUNTRY WHERE THEY HAD BOTH BEEN HOSPITABLY RECEIVED AND WHERE A BRILLIANT FUTURE OPENED BEFORE THEM THE COUNT HAD THROWN HIMSELF BACK ON HIS SEAT LEANING HIS SHOULDERS AGAINST THE PARTITION OF THE TENT AND REMAINED THUS HIS FACE BURIED IN HIS HANDS WITH HEAVING CHEST AND RESTLESS LIMBS,0.0053
librispeech,librispeech_6930-76324,extra_long,0.0319,WER,"goliath makes another discovery they were certainly no near the solution of their problem the poor little things cried cynthia think of them having been turned to the wall all these years now what is the sense of it two innocent babies like that but joyce had not been listening all at once she put down her candle on the table and faced her companion The twin brother did something she didn't like, and she turned his picture to the wall. Hers happened to be on the same frame, too, but she evidently didn't care about it. Now what have you to say, Cynthia Sprague? I thought we were stumped again when I first saw that picture, but it's been of some use after all. Do you suppose the miniature was a copy of the same thing? What in the world is it? queried Joyce. They worry me terribly, and besides, I'd like to see what this lovely furniture looks like without such quantities of dust all over it. Good scheme, Sin. We'll come in here this afternoon with old clothes on and have a regular house cleaning.",GOLIATH MAKES ANOTHER DISCOVERY THEY WERE CERTAINLY NO NEARER THE SOLUTION OF THEIR PROBLEM THE POOR LITTLE THINGS CRIED,GOLIATH MAKES ANOTHER DISCOVERY THEY WERE CERTAINLY NO NEARER THE SOLUTION OF THEIR PROBLEM THE POOR LITTLE THINGS CRIED CYNTHIA THINK OF THEM HAVING BEEN TURNED TO THE WALL ALL THESE YEARS NOW WHAT WAS THE SENSE OF IT TWO INNOCENT BABIES LIKE THAT BUT JOYCE HAD NOT BEEN LISTENING ALL AT ONCE SHE PUT DOWN HER CANDLE ON THE TABLE AND FACED HER COMPANION THE TWIN BROTHER DID SOMETHING SHE DIDN'T LIKE AND SHE TURNED HIS PICTURE TO THE WALL HERS HAPPENED TO BE IN THE SAME FRAME TOO BUT SHE EVIDENTLY DIDN'T CARE ABOUT THAT NOW WHAT HAVE YOU TO SAY CYNTHIA SPRAGUE I THOUGHT WE WERE STUMPED AGAIN WHEN I FIRST SAW THAT PICTURE BUT IT'S BEEN OF SOME USE AFTER ALL DO YOU SUPPOSE THE MINIATURE WAS A COPY OF THE SAME THING WHAT IN THE WORLD IS THAT QUERIED JOYCE THEY WORRY ME TERRIBLY AND BESIDES I'D LIKE TO SEE WHAT THIS LOVELY FURNITURE LOOKS LIKE WITHOUT SUCH QUANTITIES OF DUST ALL OVER IT GOOD SCHEME CYN WE'LL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAVE A REGULAR HOUSE CLEANING,0.0319
librispeech,librispeech_6930-81414,extra_long,0.0068,WER,no words were spoken no language was uttered save that of wailing and hissing and that somehow was indistinct as if it existed in fancy and not in reality i heard a noise behind i turned and saw kaffir his black eyes shining while in his hand he held a gleaming knife he lifted it above his head as if to strike but i had the strength of ten men and i hurled him from me onward said a distant voice no sound broke the stillness of the night the story of its evil influence came back to me and in my bewildered condition i wondered whether there was not some truth in what had been said what was that what then a human hand large and shapely appeared distinctly on the surface of the pond nothing more not even the wrist to which it might be attached,NO WORDS WERE SPOKEN NO LANGUAGE WAS UTTERED SAVE THAT OF WAILING AND HISSING AND THAT SOMEHOW WAS INDISTINCT AS IF IT E,NO WORDS WERE SPOKEN NO LANGUAGE WAS UTTERED SAVE THAT OF WAILING AND HISSING AND THAT SOMEHOW WAS INDISTINCT AS IF IT EXISTED IN FANCY AND NOT IN REALITY I HEARD A NOISE BEHIND I TURNED AND SAW KAFFAR HIS BLACK EYES SHINING WHILE IN HIS HAND HE HELD A GLEAMING KNIFE HE LIFTED IT ABOVE HIS HEAD AS IF TO STRIKE BUT I HAD THE STRENGTH OF TEN MEN AND I HURLED HIM FROM ME ONWARD SAID A DISTANT VOICE NO SOUND BROKE THE STILLNESS OF THE NIGHT THE STORY OF ITS EVIL INFLUENCE CAME BACK TO ME AND IN MY BEWILDERED CONDITION I WONDERED WHETHER THERE WAS NOT SOME TRUTH IN WHAT HAD BEEN SAID WHAT WAS THAT WHAT THEN A HUMAN HAND LARGE AND SHAPELY APPEARED DISTINCTLY ON THE SURFACE OF THE POND NOTHING MORE NOT EVEN THE WRIST TO WHICH IT MIGHT BE ATTACHED,0.0068
librispeech,librispeech_7021-79730,extra_long,0.049,WER,"The Three Modes of Management To suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design by reason and affection. As the chase drives away, Mary stands bewildered and perplexed on the doorstep, her mind in a tumult of excitement in which hatred of the doctor, distrust, and suspicion of her mother, disappointment, vexation, and ill-humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend, doing perhaps an irreparable injury. The mother, as soon as the chase is so far turned that Mary can no longer watch the expression of her countenance, goes away from the door with a smile of complacency and satisfaction on her face at the ingenuity and success of her little artifice.",THE THREE MODES OF MANAGEMENT TO SUPPOSE THAT THE OBJECT OF THIS WORK IS TO AID IN EFFECTING SUCH A SUBSTITUTION AS THAT,THE THREE MODES OF MANAGEMENT TO SUPPOSE THAT THE OBJECT OF THIS WORK IS TO AID IN EFFECTING SUCH A SUBSTITUTION AS THAT IS ENTIRELY TO MISTAKE ITS NATURE AND DESIGN BY REASON AND AFFECTION AS THE CHAISE DRIVES AWAY MARY STANDS BEWILDERED AND PERPLEXED ON THE DOOR STEP HER MIND IN A TUMULT OF EXCITEMENT IN WHICH HATRED OF THE DOCTOR DISTRUST AND SUSPICION OF HER MOTHER DISAPPOINTMENT VEXATION AND ILL HUMOR SURGE AND SWELL AMONG THOSE DELICATE ORGANIZATIONS ON WHICH THE STRUCTURE AND DEVELOPMENT OF THE SOUL SO CLOSELY DEPEND DOING PERHAPS AN IRREPARABLE INJURY THE MOTHER AS SOON AS THE CHAISE IS SO FAR TURNED THAT MARY CAN NO LONGER WATCH THE EXPRESSION OF HER COUNTENANCE GOES AWAY FROM THE DOOR WITH A SMILE OF COMPLACENCY AND SATISFACTION UPON HER FACE AT THE INGENUITY AND SUCCESS OF HER LITTLE ARTIFICE,0.049
librispeech,librispeech_7021-79740,extra_long,0.0056,WER,"To such persons, these indirect modes of training children in habits of subordination to their will, or rather of yielding to their influence, are specially useful. Della had a young sister named Maria, and a cousin whose name was Jane. Now, Delia contrived to obtain a great influence and ascendancy over the minds of the children by means of these dolls. To give an idea of these conversations, I will report one of them in full. You have come, Andella, Andella was the name of Jane's doll, to make Rosalie a visit. I am very glad. I expect you have been a very good girl, Andella, since you were here last. Then, turning to Jane, she asked, in a somewhat altered tone, Has she been a good girl, Jane? For instance, one day the children had been playing upon the piazza with blocks and other playthings, and finally had gone into the house, leaving all the things on the floor of the piazza instead of putting them away in their places, as they ought to have done.",TO SUCH PERSONS THESE INDIRECT MODES OF TRAINING CHILDREN IN HABITS OF SUBORDINATION TO THEIR WILL OR RATHER OF YIELDING,TO SUCH PERSONS THESE INDIRECT MODES OF TRAINING CHILDREN IN HABITS OF SUBORDINATION TO THEIR WILL OR RATHER OF YIELDING TO THEIR INFLUENCE ARE SPECIALLY USEFUL DELLA HAD A YOUNG SISTER NAMED MARIA AND A COUSIN WHOSE NAME WAS JANE NOW DELIA CONTRIVED TO OBTAIN A GREAT INFLUENCE AND ASCENDENCY OVER THE MINDS OF THE CHILDREN BY MEANS OF THESE DOLLS TO GIVE AN IDEA OF THESE CONVERSATIONS I WILL REPORT ONE OF THEM IN FULL YOU HAVE COME ANDELLA ANDELLA WAS THE NAME OF JANE'S DOLL TO MAKE ROSALIE A VISIT I AM VERY GLAD I EXPECT YOU HAVE BEEN A VERY GOOD GIRL ANDELLA SINCE YOU WERE HERE LAST THEN TURNING TO JANE SHE ASKED IN A SOMEWHAT ALTERED TONE HAS SHE BEEN A GOOD GIRL JANE FOR INSTANCE ONE DAY THE CHILDREN HAD BEEN PLAYING UPON THE PIAZZA WITH BLOCKS AND OTHER PLAYTHINGS AND FINALLY HAD GONE INTO THE HOUSE LEAVING ALL THE THINGS ON THE FLOOR OF THE PIAZZA INSTEAD OF PUTTING THEM AWAY IN THEIR PLACES AS THEY OUGHT TO HAVE DONE,0.0056
librispeech,librispeech_7021-85628,extra_long,0.026,WER,"But Anders cared nothing about that. He made a bow so deep that his back came near breaking. And he was dumbfounded, I can tell you, when he saw it was nobody but Anders. He was such a big boy that he wore high boots and carried a jackknife. Now, this knife was a splendid one, though half the blade was gone, and the handle was a little cracked and Anders knew that one is almost a man as soon as one has a jackknife. Yes, why not, thought Anders. Seeing that I am so fine, I may as well go and visit the king. I am going to the court ball, answered Anders. And she took Anders' hand and walked with him up the broad marble stairs, where soldiers were posted at every third step, and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went.",BUT ANDERS CARED NOTHING ABOUT THAT HE MADE A BOW SO DEEP THAT HIS BACK CAME NEAR BREAKING AND HE WAS DUMBFOUNDED I CAN ,BUT ANDERS CARED NOTHING ABOUT THAT HE MADE A BOW SO DEEP THAT HIS BACK CAME NEAR BREAKING AND HE WAS DUMBFOUNDED I CAN TELL YOU WHEN HE SAW IT WAS NOBODY BUT ANDERS HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE YES WHY NOT THOUGHT ANDERS SEEING THAT I AM SO FINE I MAY AS WELL GO AND VISIT THE KING I AM GOING TO THE COURT BALL ANSWERED ANDERS AND SHE TOOK ANDERS HAND AND WALKED WITH HIM UP THE BROAD MARBLE STAIRS WHERE SOLDIERS WERE POSTED AT EVERY THIRD STEP AND THROUGH THE MAGNIFICENT HALLS WHERE COURTIERS IN SILK AND VELVET STOOD BOWING WHEREVER HE WENT,0.026
librispeech,librispeech_7127-75946,extra_long,0.0231,WER,"At the conclusion of the banquet, which was served at five o'clock, the king entered his cabinet, where his tailors were awaiting him for the purpose of trying on the celebrated costume representing spring, which was the result of so much imagination, and had cost so many efforts of thought to the designers and ornament workers of the court. Ah, very well. Let him come in, then, said the king, and as if Colbert had been listening at the door for the purpose of keeping himself au courant with the conversation, he entered as soon as the king had pronounced his name to the two courtiers. Gentlemen, do your posts, whereupon Saint-Aignan and Villeroy took their leave. Certainly, sire, but I must have money to do that. What? What do you mean, inquired Louise? He has given them with too much grace not to have others still to give, if they are required, which is the case at the present moment. It is necessary, therefore, that he should comply. The king frowned.",AT THE CONCLUSION OF THE BANQUET WHICH WAS SERVED AT FIVE O'CLOCK THE KING ENTERED HIS CABINET WHERE HIS TAILORS WERE AW,AT THE CONCLUSION OF THE BANQUET WHICH WAS SERVED AT FIVE O'CLOCK THE KING ENTERED HIS CABINET WHERE HIS TAILORS WERE AWAITING HIM FOR THE PURPOSE OF TRYING ON THE CELEBRATED COSTUME REPRESENTING SPRING WHICH WAS THE RESULT OF SO MUCH IMAGINATION AND HAD COST SO MANY EFFORTS OF THOUGHT TO THE DESIGNERS AND ORNAMENT WORKERS OF THE COURT AH VERY WELL LET HIM COME IN THEN SAID THE KING AND AS IF COLBERT HAD BEEN LISTENING AT THE DOOR FOR THE PURPOSE OF KEEPING HIMSELF AU COURANT WITH THE CONVERSATION HE ENTERED AS SOON AS THE KING HAD PRONOUNCED HIS NAME TO THE TWO COURTIERS GENTLEMEN TO YOUR POSTS WHEREUPON SAINT AIGNAN AND VILLEROY TOOK THEIR LEAVE CERTAINLY SIRE BUT I MUST HAVE MONEY TO DO THAT WHAT WHAT DO YOU MEAN INQUIRED LOUIS HE HAS GIVEN THEM WITH TOO MUCH GRACE NOT TO HAVE OTHERS STILL TO GIVE IF THEY ARE REQUIRED WHICH IS THE CASE AT THE PRESENT MOMENT IT IS NECESSARY THEREFORE THAT HE SHOULD COMPLY THE KING FROWNED,0.0231
librispeech,librispeech_7127-75947,extra_long,0.0169,WER,everyone could observe his agitation and prostration a prostration which was indeed the more remarkable since people were not accustomed to see him with his arms hanging listlessly by his side his head bewildered and his eyes with all their bright intelligence bedimmed upon this madame deigned to turn her eyes languishingly towards the comte observing do you think so she replied with indifference yes the character which your royal highness assumed is in perfect harmony with your own explain yourself i allude to the goddess the princess inquired no she then rose humming the air to which she was presently going to dance the arrow pierced his heart and wounded him mortally a quarter of an hour afterwards he returned to the theatre but it will be readily believed that it was only a powerful effort of reason over his great excitement that enabled him to go back or perhaps for love is thus strangely constituted he found it impossible even to remain much longer separated from the presence of one who had broken his heart,EVERY ONE COULD OBSERVE HIS AGITATION AND PROSTRATION A PROSTRATION WHICH WAS INDEED THE MORE REMARKABLE SINCE PEOPLE WE,EVERY ONE COULD OBSERVE HIS AGITATION AND PROSTRATION A PROSTRATION WHICH WAS INDEED THE MORE REMARKABLE SINCE PEOPLE WERE NOT ACCUSTOMED TO SEE HIM WITH HIS ARMS HANGING LISTLESSLY BY HIS SIDE HIS HEAD BEWILDERED AND HIS EYES WITH ALL THEIR BRIGHT INTELLIGENCE BEDIMMED UPON THIS MADAME DEIGNED TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING DO YOU THINK SO SHE REPLIED WITH INDIFFERENCE YES THE CHARACTER WHICH YOUR ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH YOUR OWN EXPLAIN YOURSELF I ALLUDE TO THE GODDESS THE PRINCESS INQUIRED NO SHE THEN ROSE HUMMING THE AIR TO WHICH SHE WAS PRESENTLY GOING TO DANCE THE ARROW PIERCED HIS HEART AND WOUNDED HIM MORTALLY A QUARTER OF AN HOUR AFTERWARDS HE RETURNED TO THE THEATER BUT IT WILL BE READILY BELIEVED THAT IT WAS ONLY A POWERFUL EFFORT OF REASON OVER HIS GREAT EXCITEMENT THAT ENABLED HIM TO GO BACK OR PERHAPS FOR LOVE IS THUS STRANGELY CONSTITUTED HE FOUND IT IMPOSSIBLE EVEN TO REMAIN MUCH LONGER SEPARATED FROM THE PRESENCE OF ONE WHO HAD BROKEN HIS HEART,0.0169
librispeech,librispeech_7176-88083,extra_long,0.0266,WER,"All about him was a tumult of bright and broken color, scattered in broad splashes. The merganser had a crested head of iridescent green-black, a broad collar of lustrous white, black back, black and white wings, white belly, sides finely penciled in black and white, and a breast of rich chestnut red streaked with black. His feet were red, his long, narrow beak, with its saw-toothed edges and sharp hooked tip, was bright red. But here he was at a terrible disadvantage as compared with the owls, hawks, and eagles. He had no rending claws. But suddenly, straight and swift as a diving cormorant, he shot down into the torrent and disappeared beneath the surface. Once fairly a wing, however, he wheeled and made back hurriedly for his perch. It might have seemed that a trout of this size was a fairly substantial meal, but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak, his fierce red eyes were once more peering downward into the torrent in search of fresh prey.",ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES THE MERGANSER HAD A CRESTED HEAD OF IR,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES THE MERGANSER HAD A CRESTED HEAD OF IRIDESCENT GREEN BLACK A BROAD COLLAR OF LUSTROUS WHITE BLACK BACK BLACK AND WHITE WINGS WHITE BELLY SIDES FINELY PENCILLED IN BLACK AND WHITE AND A BREAST OF RICH CHESTNUT RED STREAKED WITH BLACK HIS FEET WERE RED HIS LONG NARROW BEAK WITH ITS SAW TOOTHED EDGES AND SHARP HOOKED TIP WAS BRIGHT RED BUT HERE HE WAS AT A TERRIBLE DISADVANTAGE AS COMPARED WITH THE OWLS HAWKS AND EAGLES HE HAD NO RENDING CLAWS BUT SUDDENLY STRAIGHT AND SWIFT AS A DIVING CORMORANT HE SHOT DOWN INTO THE TORRENT AND DISAPPEARED BENEATH THE SURFACE ONCE FAIRLY A WING HOWEVER HE WHEELED AND MADE BACK HURRIEDLY FOR HIS PERCH IT MIGHT HAVE SEEMED THAT A TROUT OF THIS SIZE WAS A FAIRLY SUBSTANTIAL MEAL BUT SUCH WAS HIS KEENNESS THAT EVEN WHILE THE WIDE FLUKES OF HIS ENGORGED VICTIM WERE STILL STICKING OUT AT THE CORNERS OF HIS BEAK HIS FIERCE RED EYES WERE ONCE MORE PEERING DOWNWARD INTO THE TORRENT IN SEARCH OF FRESH PREY,0.0266
